47,132,12	300
148	180
113	180
92,59,9,145	300
133,160,129,146	240
101,101	180
160,27,21,57	420
31,134,55	300
30,122,23,99	420
89,115,29,28	480
153,108,135	300
76	180
76,49,107,30	480
9,47,44,80	480
147,61,125	420
68	180
83,48,27,106	480
70	180
21,70	240
56,76,149,104	420
93,53,83,127	420
159,150,61	180
42	180
49,95	240
160	180
100,156,72	360
115,3,5,29	360
94,29,160,141	360
94	180
123,86,109	360
7,74,45,106	480
23,33,98	240
51,77	240
10,32,27	240
108,131,34,147	360
122,55,91,50	540
38,162,121,127	360
28,145,156,72	300
92,80,150	240
80,16,17,14	480
40,58,135,13	420
77,149	180
38	180
147,17,145	240
63,152	240
72	180
124	180
119,71	300
84,114,7	240
53,132,97	360
132,88	180
102,55,123	360
25	180
111	180
151,54	240
47	180
109,73	180
69,9	180
100,38	240
100,133,39,84	360
126,96,61,58	360
14,104	180
49,9,68,152	420
7	180
49,142	180
102,7	180
154,3	180
105	180
79,64,13	300
104	180
134,118	240
83,5,3,5	420
57	180
86,17,99,98	480
8	180
140,36,81,69	480
100	180
156,75	180
25,45	240
111,146,54	240
33	180
70	180
160,17	180
13,74,13	360
145	180
80,137,146	360
139	180
68	180
18,106,90	420
36,103	180
96,86	180
87,83	300
7,28,91	300
160,72,3,55	240
113,89,42,36	600
28	180
87,112,48,35	420
64,8,78,68	540
71,98,44,85	360
84	180
74,99	180
93,117,38	360
80,156	240
93,65,143	360
17	180
121	180
29,94,110	480
106,29	180
1,22,59	240
64,79,5	300
25,77,35	240
115,76	180
39,131,94,101	360
71	180
103	180
40,108,59,137	360
106,24,14	300
158	180
55	180
105,145,10,15	480
111,24	300
52,62	240
20,157	180
113,127,23	240
154,126,123,32	360
94	180
27,81	240
78,41	300
139	180
162,82,48	240
66,63,149	360
17,112	180
62	180
86	180
110,109,23,52	360
17,83	240
158,156	180
80,109,68,83	540
90,82	180
20	180
6,55,127,136	420
48,120	180
1,24	180
57,100	300
68	180
129,121,26	240
34,95,23	360
16,46,162	180
54	180
68,109,83,132	360
156,146	240
109,40,100,22	420
71,60,89	420
91,42,130	360
67,71,127,95	420
41	180
159,33	180
36,26,122	300
147,135,64,123	300
130,119,138	420
143,107,113	240
52,135	180
138	180
27,109,114	300
124	180
4,50,45	420
25,48,102	420
118,42	240
74,155,93	360
15	180
157,88,105,29	420
68	180
58,153,44,97	420
138,161,129	180
123,161	180
54,154,153	240
118,7,109,98	360
74,17	300
147,89,9,153	420
9	180
111,93	240
110	180
42	180
160,111,115,158	300
12,60,15,45	420
28,95	240
106,136,77	300
140,40,130	300
152	180
125,146	180
114,38,111,54	480
9,7,141,148	300
140,15,74,122	360
15,147,56	240
53,31	180
155,25,47,86	420
114,115,75,23	480
22,79	240
73,58,120,47	420
19,85,29,74	420
10	180
45,46,123	300
38,105,64,55	420
126,57,112	420
154,108	240
59,106	300
155,46,79,144	480
37	180
66	180
70	180
54,19,137	420
30,75,59,112	360
71,150,107,135	420
50,156,11,121	360
93,133	180
139,139,18	240
15,105	240
60,106,116	300
22	180
30,19	300
81,97	240
78,47	180
107	180
79,106	240
42,161,16,63	360
129,34	240
97,40,28,25	300
33,46,70,6	540
95,132,22,138	420
151	180
157,59,7	180
77,154,9,107	420
117,147,16,130	360
2,91,88,47	480
121,112,90	180
84,26	300
12,33	180
65	180
4,36,107	300
128,96,144	420
49,60	180
121	180
142,45	300
15	180
21,125,128	240
28,64,25,103	360
111,143,86,13	420
132,107,104,53	540
144,112,19,148	420
129	180
105,14,66	300
117,73,32	300
50	180
36,46,27	240
54,73,102,75	240
78,79,31,59	300
80,137,134,7	420
85,147,111,128	420
45,133,8	360
123	180
130,85	240
101,60,65,128	300
75,153	240
93,91,118	480
85,93,17	360
30,103,14	300
33,131,26	420
61,54,152	300
4,137	240
96,61,21	360
46,19,67	300
6,16,33,57	360
38,52,92,4	360
7,153,2	420
57,138,1	300
97,154,45	300
106,12,67,155	420
85,132,85	360
107,6,21	300
22,132	240
152	180
77	180
151,128	180
101,67,70	420
157	180
124,115,110,43	540
57,108,8	360
47,13,68,88	300
80,55	180
126,16,106,142	420
44,8	240
100,82,8	240
146,128,143	240
108,74,135	300
152	180
156,41	180
57,100,29	300
37,106	240
107,111,89	300
142	180
60,42	300
139,15	180
34,110,4	360
145,87,18	300
34,76,23	300
29	180
129,37,143	300
159	180
61,23	180
122,82,65	240
24,64,46,34	360
80,45,117	300
132,94,55	420
50	180
141,115,73	240
67,29	240
126	180
37	180
89	180
101,101	180
153,109	180
71,112,99	420
108	180
39,103	240
76	180
101,27,55,97	420
101,140,11	240
107,73,10,119	420
60,160,5,136	180
38	180
161,97,159,7	180
66,120	240
106	180
40	180
55,62,138	240
14,66,91	360
100,79,122,98	360
18,69,94	480
31,135	180
137,90,125,109	300
135	180
25,148	240
71,114	180
115	180
113,90,126,131	480
115,45,39	360
92,61,126	300
132,96,63,158	240
59,52,75,1	480
133	180
64	180
27,57,29,76	480
136,20,58	420
123,90,84	300
41,60	240
25	180
121,154	180
100,156,56,160	240
43	180
79,30,111	240
108,90,54,13	360
70	180
44,90	180
60,156,67,147	300
38,139,144,32	300
17,94	240
31,90,145,115	420
114,159,161	180
109,51,7	240
86,32,37	360
60,121	240
3,20,156	180
53,91,145	360
61,105,85,51	360
97,131,57,89	420
105	180
101	180
48	180
17,87,29,149	300
158	180
75,75,37	240
128,53,112,140	360
9,56,140,129	420
46,111,36	300
131,22,129	300
78,79	180
102,62,121	240
85,43,81,71	480
118,86	360
147,143,75	240
47,91,145	240
121	180
128	180
74,135,7,105	540
145,128,99,61	360
91,117,75,162	420
54,49,100,5	420
64	180
11,14	240
125,138	180
108,82,130	360
36,117	180
104,83,75,149	360
117,11,92,103	360
87	180
122,151,1	300
17,28,125	240
76,158,118	300
5,35	180
87,68	300
114,34	300
112,56,134,21	360
28,103	240
1,73	180
46,14,77,136	420
64,11,86,123	420
100,126,74	240
47,129	180
68,95	240
38,54,8	180
79,122,80,40	360
154,157	180
128,4,144	360
41,57	240
94,19,162	360
146,98,48,71	300
129,18	180
19,141,89	420
57,162,12,70	300
56	180
148,155	180
61,116,102,1	480
43,137,117	180
83	180
49,65,154,88	480
101,26,89,132	360
8	180
61,74	300
123,142	240
45,86,25,51	420
137,162	180
33,161,44,74	300
43,112,114	420
60,9	180
58,120,147,138	360
34,150	300
160,128,25,129	300
12	180
72,42,162	240
59,2	180
15,54	300
76,119	300
93,14	180
60,93,80	240
1	180
31	180
79,20	240
28,143	300
82,42,88,154	420
59	180
53,25,26	300
5	180
47,159,144,78	480
133,117	240
115,84,47	360
146,66,13	300
119,54,92	360
151,51,143	300
60,133	180
44,11	180
143,148,125,117	360
45,80,88,67	360
39	180
71,87,19	180
84,28	180
36,17	180
99,20,126	300
86,137	300
17,111,71	480
37,60,120,143	420
93,67	240
41,4,154,58	360
102	180
54,152	240
29,8	180
148,56,76	300
129,5,5,130	420
152,146,55,133	300
23,134,111	300
157,88	180
88,160	180
21,83,106,135	300
139,158	180
131	180
109,130	300
126,77,149	300
131,125,26	360
31,88	300
36	180
74,82,134	240
137	180
70,46	240
47,97	300
22,32	180
58	180
86,105,6,119	540
97	180
161,63	180
2,71,89,35	420
55	180
124	180
100,129	240
6	180
43	180
10,45	180
153,109	360
6,61,78,30	240
97,79,85	360
7,77,71	300
99,77,94	240
156,129	180
156,147	180
130,78,18,159	360
26,7,162,17	360
58,123	180
40,47,69	420
93,117,71	420
56,3,88,135	360
77,107,121	360
74	180
41,8,127	360
81	180
132,40,100	360
139,48,21	360
86,51	240
15,101	240
47,123,60,25	360
98,13,117,86	360
78	180
77,99,124	180
14,61	300
120,98,160,40	360
91,142	180
75	180
145,72,144	360
24	180
53,2	180
56,88,14	300
7,43	180
149	180
117,79	180
161,15,13	240
98,98,14,1	420
3,129,43	360
20,75	180
38	180
116	180
150,98,42	240
42,40,105	240
5,124	180
14	180
28	180
72,81,130,72	480
103	180
87,110,46,142	240
100,97,9	240
145	180
83,98,88,125	480
27,38,49	360
17,45,112	420
86	180
81,47	300
16,14,28,46	420
115	180
84,155	300
162,6,150	180
93,111,40,97	480
45	180
44	180
158,81	180
89,43	240
94,4,110,1	360
48,61,124,111	360
87,88,100	240
46,99,159,9	300
133,23	180
153,113,54,12	360
47,97,86,45	480
73,32,11	300
5	180
2,23,25,20	360
98,67,57,68	420
23,101	180
7	180
74,17	240
79,110,69	360
139,157,5,151	240
18	180
46,89,23	360
15	180
7,155,78,76	360
102,122,87	300
133,161,129,148	240
98,162	180
53,30,84,124	420
111,162,133	180
130	180
90,133,96	360
146,23	240
22,11,98	420
96,153,159,128	300
118,50,8	300
147	180
125,22,141,42	360
17,93,64,96	420
156	180
109	180
94,107	180
58	180
9,161,116	180
83,40,29	360
100	180
155,129	180
124,78	240
34	180
115,156	300
92,113,94	420
53,153,5	420
98,117	240
48,27,27	240
90	180
83,139,20	180
89,41,149,50	360
25	180
148,118,83,11	480
60	180
70	180
96,74	240
79,133,42,144	360
98	180
140,51,14	180
135,22,79,27	360
148,8,61	240
110	180
108,25,26,109	420
160,138,26	180
94	180
53,104,154	180
110,121,46	300
139,5	240
130,101,30	360
119	180
83	180
68,13,158	180
47	180
88	180
114,49	300
33,19	240
124,83	240
75	180
125,10	300
152	180
46,64,112	300
51,16	180
113,162,63	180
67	180
50	180
82,48	300
3,155	180
76,88,11	420
5,50	240
15,158,97,60	180
123,98,98	240
130,137,29	240
123,96,73,102	420
122	180
1,137,77,93	240
18,68	240
37	180
76	180
73,100,10	180
45,39,69,80	420
36,2	240
149,39	180
137,142,34	300
39	180
100	180
1,66,148,2	360
93,32,21,156	420
56,81,49,51	480
91	180
133,84,40,15	360
70,113	360
30,57	180
140,117,149,70	480
157,158,45	180
66,120,12,152	480
46	180
64,105,142	360
100	180
103,86	180
12,21	180
7,64,22	300
12,12,16	180
16,117,103	300
107,29,52,104	360
71,32	240
114,36	240
127	180
28,16,114	300
104	180
118,137,111,85	420
83,112,110	360
125,3	180
102,95,11,103	420
91,116,69	300
104	180
27,15,96,95	420
15	180
23,10,161	180
34,98	300
154,104,154,101	360
89,128	240
154	180
42,19,92	300
7	180
118,106,139,18	360
121,123,6	240
130,31,102	240
12,37	240
97,81,44,28	480
57,58	300
46	180
30	180
130,98	180
20,25,8,43	420
150	180
46,37	360
143,81,56	240
112	180
62	180
53	180
135,139	180
149,45	180
67	180
152,13	240
91	180
36,116,88	300
71,16,159,26	360
130,88,124,69	300
50	180
58,121	240
7,147,77,103	360
125,35,95,77	360
116,18,77,86	360
109,39,139	240
127,30	180
56,24,98	300
32,32	180
151,82,11,71	480
57,87,47,115	480
35,115,46,156	420
115	180
156,6	180
81,161,152,91	420
118,56,79,152	480
73,18,125	420
117,17,31	240
95,53,47	420
141	180
67,129,143,155	300
40,82,63,22	300
70,85,150,156	420
3,77,9,34	420
26,59,143,133	360
160,104,129	240
59,29	180
141,101,11,46	240
137,76,137	360
7,122,19,35	360
54,102	180
38	180
145,103	240
148	180
110,30,24	240
69,154,153	360
85,4,99	240
152	180
94	180
99,159,2,113	240
120,162	180
116,103,139	300
131,26,39,108	360
53,160	180
30,38,129,153	420
154,17,112	360
35,54	180
121,59	240
5	180
48,35,95,47	420
44,138,138,10	360
136	180
4,14,100	240
64	180
103	180
150	180
33	180
102,11	180
57,99,68	240
47,158	180
133	180
71,64	240
150,111,139,88	420
146	180
43,90,11,70	420
125,31,85,69	540
97,11,52,80	420
141,68,107	360
112,89,109	240
2,115,152,106	420
160,114,9	240
147,22,62	240
54,89,69	420
71,109	180
155,30	240
129,38,120	420
85	180
86,120,51	300
106,95,46	480
96,120,68	360
110,161	180
142,80,128,15	300
119,99	180
114,33,13,49	540
24	180
36	180
119,120	300
108,30,116	300
158,144,58	360
124,35,160,91	300
29,27	180
99,6,94,105	480
114,125,6	300
2	180
131,44	240
33	180
162,46	240
67	180
149,79,132,74	420
52,97,87,157	360
89	180
104,37,68	300
102,125	300
159,29,152	180
25	180
131,74	180
