7	180
4,4,7,7	420
7,1,4,7	540
7,4,7,4	360
4	180
4,4	180
4,4,7	360
4,10	240
4,7,3	360
1	180
6	180
7,4,4	480
4,7	180
1,1,7	240
7,4,1	300
7,4,7	240
4,4	180
7,8,4,4	360
7	180
4	180
7,4,7,8	360
4,1,1	300
11	180
7	180
4,2,1,1	480
4,1	300
7,7	240
1,11	180
4,8,1	240
10,6,6,7	360
4	180
7,4	240
4,7	300
3	180
11,4,7	240
7,7,5	360
1,4	180
7	180
4	180
4,4,1,7	360
1,4	240
11,10	180
4,4,7,4	540
4,4	180
1	180
1,7,8,8	420
7,4	180
1,1	180
7,4	300
7	180
8,6,7	240
7,4,1	360
1,7,11	180
7	180
7,4,4,8	360
10,2	240
4,7,4,1	420
7,7,4	420
4,7,8	360
7,7,8,4	420
7	180
11,7	180
7,7,6	300
2,8,7,6	300
8,4,8	420
3,4,4	240
7,8	180
8	180
7,4,4	300
6	180
1,7,7	420
7,7,4	420
4,7	240
4,10,4	360
1	180
11,4,4,7	420
7	180
7,9,7,4	420
8,11,8	180
6,11	180
7,10,9	240
4,1,4,4	360
4,1	300
2,4,1,9	420
1	180
4,4	240
4	180
7	180
11,4,4,11	300
1,7,1,7	420
7,4	240
4,8,4	300
3,7,8	300
9	180
6,2	180
4,7,4,7	480
1,1,3,5	300
3,1,4,6	360
1,2,7	240
7,7	180
10,7,7,4	420
4,4,4,1	480
1,4	240
4,7,4,7	420
1,4,7,4	420
1	180
7,7,6	300
7,4,7,7	420
6,7,4	420
10,4	240
7,4	300
10,7,4,3	480
7	180
7	180
7	180
7,1,8	420
7,4,7,4	360
7,5,4,8	420
7,10,1,6	360
4,8	180
3,3,1	240
1,4	240
7,4,4	300
1	180
7,1	300
4,4	240
4,7	180
4	180
4,4	240
7,11,1,7	360
8,7	240
4,7,7,7	300
7,7,7,1	540
4,8,1,8	420
9	180
11,7,1	180
4,10,1,4	420
4,2,1,8	360
1,4,4,7	480
6,4,4	180
4,7	300
1,7	180
7	180
1,7,4	300
8,4,3	420
7,7	180
6	180
3,7	300
1	180
1,6,8	240
7,7,7,4	360
4,3,4,1	420
8,4,4,7	540
3,4,1,5	420
8	180
4,1,7	300
4,4,7	300
7	180
7,7,7	240
7,4,4,4	240
4,4,7,7	300
4,8,8,1	420
4,2,4,8	420
7,8,1	360
6	180
8,4	240
4,7,7,8	300
4,9	240
4,4,4	480
4,4,1	360
7,4,1	300
7,8,7	420
7,7,9	300
1,8	240
4,7,1	360
7,1,7	300
1,1,7,7	360
7,7,4,1	360
1,9,1	420
7,8,1	300
4,10,7	300
4,1,7,10	420
4,8,4	360
4,1,1	300
1,8	240
9	180
4	180
9,8	180
4,7,7	420
11	180
6,4,4,7	540
7,4,1	360
7,1,7,4	300
4,7	180
6,1,4,3	420
7,1	240
4,4,1	240
2,8,3	240
4,4,8	300
9	180
10,7	180
7,4,7	300
7,4	240
4,4,4	300
3	180
7,7	300
3,1	180
7,4,1	360
2,4,1	300
7,4,1	300
7	180
8,7,3	300
11	180
7,1	180
6,4,7	240
1,7,7,7	360
4,7,4	300
8,4,7	420
7	180
3,4,4	240
7,7	240
6	180
7	180
4	180
4,4	180
9,4	180
7,4,4	420
4	180
7,4	240
4	180
4,7,7,4	420
4,3,1	240
4,4,1,4	420
7,11,1,8	180
7	180
11,4,11,1	180
7,4	240
4	180
7	180
7,7,8	240
1,7,4	360
4,4,6,4	360
1,7,4	480
7,8	180
8,4,6,4	300
8	180
7,5	240
7,4	180
4	180
4,4,6,8	480
4,7,7	360
4,7,6	300
8,4,7,11	240
7,7,4,1	480
8	180
7	180
7,7,7,4	480
8,1,7	420
6,4,4	300
7,7	240
7	180
6,10	180
4,10,7,11	240
7	180
4,7,4	240
4,4,7,1	360
7	180
7,4	180
7,10,7,2	300
7,3,3,7	300
1,4	240
7,4,2,4	420
4,11,11	180
4,7,1	240
4,7,7	360
7,6	240
1,1,10	180
7,4,2	360
7,4,4,7	360
4,8,7,4	420
4	180
4	180
7	180
1,4,7,5	300
11	180
4,4,7	240
8,7,4,3	360
1,7,3,8	420
7,4,7	300
8,1,8	300
4,4	180
4,7,6	240
4,7,4,7	480
4,4	360
2,3,4	240
7,4,2	240
6	180
8	180
4,8,1,4	540
2,8,4,7	360
4,4,4,11	420
7,7,4,1	420
7	180
1,1	240
6,8	180
4,4,8	360
7,4	180
4,4,4,5	360
4,1,4,4	360
4	180
6,9,1	300
1,7,6	240
4,11,4	300
1,7	180
4,7	300
4,7	300
4,7,8,1	360
7,4	240
1,4	180
7,1,4,8	420
7,1,4,6	420
4,6,4	240
7,8	180
7,4	240
7,7,1	180
4,6,4,7	360
10,11	180
8,1,3	360
7,7	240
4,1,11	360
2,4,7,7	300
8,1	180
1,3,4	420
7,11,1,7	300
7	180
5,10	180
7,4,4,1	480
7,8,4	180
4	180
7,7,10,4	480
4,7,4,8	360
1	180
7,4	300
6,3	240
7,4,7,7	420
8,11	180
7,11,7,4	300
7,4,4	420
7,1	180
7,4,2,8	360
7,5	300
11,8,7,8	300
1	180
7,7,11	240
7,1	180
1,7	300
4,4	300
4,1	180
7,4,4	240
1	180
7	180
4,1	240
7,3	300
4,7,4,10	420
7	180
7,7,7	300
1	180
7,11,3,4	480
8,4	240
4,4,7	360
2,7,1	300
4,7,4	360
9,7,3	300
7,8	180
7,1	180
3,5,6,4	360
7,4,4,7	360
7	180
7,4,1	180
4,7	180
7,1	180
4,1,6	300
4,8	300
1,4,7	480
7,7,4,3	420
4,7	240
7,1,10,7	360
4	180
7,9	240
7,1	180
5,7,4	300
8,1,1,8	420
9,2,7,8	300
1,8,4	300
11,4	180
4,11	180
1,4,4,8	300
3,11	180
8	180
4,8	300
6,4,5	300
8,6,7	360
7,4	300
7	180
4,4,8	240
8	180
7,7	240
7,4	300
1,7	180
7	180
4,4,1,4	540
4	180
11,7	180
1,7,4,7	420
7	180
6	180
4,8	240
1	180
7	180
1,7	180
9,4	360
1,7,4,7	240
4,4,4	360
1,4,7	300
4,4,4	240
10,8	180
10,2	180
8,4,1,11	360
7,1,11,1	360
7,6	180
7,7,7	420
4,4,7	420
7,1,4,8	360
4,4,6	360
4	180
7,1,8	360
4	180
8,7,4	360
3,7,1	360
4,7	240
1,4	240
7,6,7,7	360
4,1,4,4	360
4	180
4,4,6	180
1,7	300
4,4,11,7	360
4,3	180
4	180
2,7,3	360
1	180
7,1	180
7,4,1	300
1,7	180
5	180
4,4	180
11,1,1	240
4,4,1,1	420
1,8,7	360
1,4	180
7	180
4	180
5,4,7	240
7,7,4	240
1,6	180
1	180
7	180
7,4,8,7	480
4	180
4,4,7,3	240
4,4,1	240
2	180
4,4,4,6	480
7,7,7	360
1,7,4	420
4	180
4,7	300
1,1,7,7	420
4	180
4,10	300
11,1,5	180
4,4,7,4	480
7	180
7	180
11,4	180
4,7	240
4,1,4,1	360
7,7,6,4	360
4,4,4	240
7,4,11,1	300
8,1	180
9,4,7,1	360
7,4,4,7	480
4,7,1	300
1	180
1,1,7,1	360
4,7,7,7	420
1,4	180
1	180
4,1	240
4,4,7	360
3,11,1,9	240
1	180
7,4,1	360
1	180
1,10,4,4	360
4,6,4	300
8,11,8,5	240
4,11	180
7,7,4,6	420
4,11,8	180
8	180
4,8,4	360
2,1	240
1,1,4	420
4,9,11,8	300
4,7,1	300
2	180
6,1,3,7	360
1,4,7,4	420
10	180
4	180
4,4	180
7	180
1,11,4	180
4,7,7	360
4	180
10,8	180
6,4	240
7	180
4,10	300
4,4,4	420
7,9,1	420
4,4	240
7,7,7	240
4	180
4,3,1	180
4,7,5,7	360
7	180
5,4,4,1	480
7	180
7	180
4,4	240
4,8,7,3	360
4	180
3,7,1	180
8,1,4,7	360
5,1,7	240
4	180
4,7,7,4	420
11,8,7	180
4	180
7,4,10	180
4,6,7	300
3,1	240
8,4,7	360
4	180
4	180
7,1,11	180
7	180
4	180
4,7	300
7,1	240
6,4	240
4	180
6,1	300
9	180
7,7,4	300
7,1	180
4,11,7	180
7	180
7	180
4,7	300
1,10	180
4,4,1	420
1,7	240
1,11,4,7	180
6,4,4	240
8,8,7	240
6,4,4,4	420
6	180
1,8,4,4	240
1,7	240
7	180
4	180
4,4,1	180
7,7,7,4	420
7,1	240
5,7	180
8,3,7	300
7	180
4	180
1,7,5,1	360
4,7,1,10	420
7,4,7,7	480
4	180
8,4,7,1	360
7,4	360
7,7	180
3,4,5,7	480
11,11,7	180
7,4,1,9	480
7	180
7,4,3	360
4	180
4,4	180
1,1	180
1,7,1	300
1,1,1	180
1,4,4	300
4,7,7,4	360
7,7	240
4,7	240
8	180
7,1,4	300
4	180
4,8,4,4	420
4,4,4	360
6,1	180
4,4,1,4	420
4,4,7	300
4	180
7,1,4,4	420
1	180
1,1,11	180
7,4	300
10,4,10,4	360
4,8	240
10	180
7,1,4	300
1	180
4,4,3,1	360
6,6,1	240
8,7,4	240
1,7	240
4,4,7,7	480
7,7	300
7	180
7	180
8,4	180
1,7,1,7	420
5	180
7,7	360
3,4,7	240
4	180
7	180
7	180
8,3	180
5,7	180
7	180
9,1	240
4	180
7,4,4	300
7,1,11,7	360
8,4,6,7	300
7	180
7,6	240
1,2,4,4	360
6,7,4,4	360
4,1,4,4	360
4,7,3	240
8,7	180
7,1,4	300
7,7	180
9,4,1,7	480
7,4,7,4	480
7,4,7,10	420
4	180
10,1	180
4,11,9,4	420
4,7,4,9	480
4,1,6	420
4,1,7	240
4,7,7	420
3	180
7,8,3,10	300
7,4,7,1	300
7,4,5,10	420
1,4,1,7	420
7,7,3,8	360
11,4,8	240
7,7	180
3,4,1,7	240
8,4,8	360
1,6,1,7	360
7,4	180
7	180
2,4	240
5	180
4,7,1	240
7,10,9	360
4,1,4	240
9	180
4	180
4,11,1,4	240
4,11	180
4,4,3	300
8,7,7,4	360
7,11	180
7,7,8,9	420
10,1,4	360
7,7	180
6,7	240
1	180
7,7,4,7	420
7,8,8,1	360
8	180
1,1,4	240
7	180
4	180
5	180
7	180
4,1	180
7,4,7	240
7,11	180
8	180
7,7	240
5,4,3,4	420
2	180
7,4,1,7	420
6,7,4,7	540
4,1,7,4	420
3,7,4	360
4,4,4	240
1,4,9,4	420
11,4,1	240
2,1,7	240
7,4,7	420
7,4	180
10,7	240
8,7,4	420
4	180
4,4,7	300
4,4,7	480
4,4,7	360
4,11	180
3,4,8,1	300
4,4	180
4,7,1,7	540
1	180
7	180
4,4	300
4,7,4	300
11,3,7	360
6,7,11,4	300
7,7	180
4,1,4,4	480
4,6,1	300
1	180
8,7	240
7	180
11,7	240
7	180
5,4,8,4	420
7,4,4,11	360
4	180
4,7,7	300
4,6	300
11,7,9	180
7	180
8,4	180
